id,order_id,customer_email,product_name,category,product_price,sku,supplier_name,return_reason,days_since_purchase,warehouse_location,repair_cost,damage_level,salvage_value_percent,resale_value,holding_cost,transport_cost,net_recovery_value,recommended_action,routing_destination,fraud_risk,priority_level,reuse_possible,recycling_needed,waste_reduction
536,ORD-77769,cust1581@example.com,Instant Pot,Home & Kitchen,3988.21,SKU-0536,BookBazaar,Water damage inside device,26,Mumbai,828.29,Severe Damage,11.1,442.69,207.39,199.41,-792.4,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
537,ORD-29944,cust1306@example.com,Badminton Set,Sports,770.06,SKU-0537,BookBazaar,Device shattered when dropped,8,Mumbai,122.62,Severe Damage,13.8,106.27,12.32,38.5,-67.17,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
538,ORD-33666,cust2009@example.com,Office Chair,Furniture,9523.96,SKU-0538,SportGear India,"Packaging damage only, product fine",25,Pune,0,Minor Damage,73.2,6971.54,476.2,476.2,6019.14,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
539,ORD-37113,cust9477@example.com,Cookware Set,Home & Kitchen,1416.55,SKU-0539,HomeDecor Co,Wrong item delivered,12,Bangalore,0,No Damage,88.2,1249.4,34.0,70.83,1144.57,Restock,Main Warehouse,Low,High,True,False,Low
540,ORD-76026,cust6605@example.com,Face Cream SPF,Beauty,387.86,SKU-0540,FashionHub India,Device shattered when dropped,18,Kolkata,86.25,Severe Damage,12.3,47.71,13.96,19.39,-71.89,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
541,ORD-10152,cust3923@example.com,Yoga Mat,Sports,815.28,SKU-0541,FurniWorld,Battery drains in one hour,14,Surat,53.74,Moderate Damage,51.9,423.13,22.83,40.76,305.8,Refurbish,Repair Center,Medium,Medium,True,False,Medium
542,ORD-34194,cust8644@example.com,Denim Jacket,Clothing,1447.88,SKU-0542,AutoParts India,Doesn't fit my use case,12,Mumbai,0,No Damage,88.2,1277.03,34.75,72.39,1169.89,Restock,Main Warehouse,Low,High,True,False,Low
543,ORD-40577,cust2629@example.com,Bluetooth Headphones,Electronics,2720.99,SKU-0543,BookBazaar,Product stopped working entirely,15,Mumbai,450.41,Severe Damage,12.8,348.29,81.63,136.05,-319.8,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
544,ORD-94458,cust4140@example.com,Office Chair,Furniture,10260.14,SKU-0544,AutoParts India,Product not as described in listing,30,Delhi,0,Minor Damage,72.5,7438.6,615.61,513.01,6309.98,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
545,ORD-31996,cust4597@example.com,Coffee Table,Furniture,5704.03,SKU-0545,FurniWorld,Missing parts in the package,17,Chennai,786.88,Moderate Damage,51.5,2937.58,193.94,285.2,1671.56,Refurbish,Repair Center,Medium,Medium,True,False,Medium
546,ORD-44846,cust2780@example.com,Python Book,Books,628.28,SKU-0546,BookBazaar,"Product is defective, stopped working after 2 days",6,Bangalore,117.7,Moderate Damage,53.1,333.62,7.54,31.41,176.97,Refurbish,Repair Center,Low,Medium,True,False,Medium
547,ORD-28891,cust1307@example.com,Cookware Set,Home & Kitchen,1264.34,SKU-0547,HomeDecor Co,Battery drains in one hour,25,Delhi,239.83,Moderate Damage,50.2,634.7,63.22,63.22,268.43,Refurbish,Repair Center,Medium,Medium,True,False,Medium
548,ORD-61099,cust4471@example.com,Denim Jacket,Clothing,1358.1,SKU-0548,GlobalImports,Battery drains in one hour,12,Kolkata,107.73,Moderate Damage,52.2,708.93,32.59,67.91,500.7,Refurbish,Repair Center,Low,Medium,True,False,Medium
549,ORD-98066,cust9700@example.com,Cookware Set,Home & Kitchen,1369.4,SKU-0549,SportGear India,Product not as described in listing,22,Ahmedabad,0,Minor Damage,73.7,1009.25,60.25,68.47,880.53,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
550,ORD-55599,cust4731@example.com,Action Figure Set,Toys,315.03,SKU-0550,FurniWorld,Missing parts in the package,30,Pune,51.16,Moderate Damage,49.5,155.94,18.9,15.75,70.13,Refurbish,Repair Center,Low,Low,True,False,Medium
551,ORD-71200,cust4078@example.com,Cookware Set,Home & Kitchen,1322.54,SKU-0551,FurniWorld,"Packaging damage only, product fine",17,Chennai,0,Minor Damage,74.5,985.29,44.97,66.13,874.19,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
552,ORD-80710,cust1681@example.com,Smart Watch,Electronics,6189.32,SKU-0552,BookBazaar,Minor scratch on the surface,20,Ahmedabad,0,Minor Damage,74.0,4580.1,247.57,309.47,4023.06,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
553,ORD-50679,cust9376@example.com,Wireless Gaming Mouse,Electronics,1664.02,SKU-0553,GlobalImports,Wrong item delivered,24,Pune,0,No Damage,86.4,1437.71,79.87,83.2,1274.64,Restock,Main Warehouse,Low,High,True,False,Low
554,ORD-50264,cust6091@example.com,LED TV 32 inch,Electronics,17372.69,SKU-0554,FurniWorld,Received damaged packaging,29,Kolkata,0,Minor Damage,72.7,12629.95,1007.62,868.63,10753.7,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
555,ORD-43848,cust7021@example.com,Car Seat Cover,Automotive,1987.19,SKU-0555,HomeDecor Co,Screen cracked during delivery,23,Jaipur,277.01,Severe Damage,11.6,230.51,91.41,99.36,-237.27,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
556,ORD-58944,cust1138@example.com,Bluetooth Headphones,Electronics,2688.28,SKU-0556,BookBazaar,Received damaged packaging,3,Jaipur,0,Minor Damage,76.5,2056.53,16.13,134.41,1905.99,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
557,ORD-94442,cust9451@example.com,Smart Watch,Electronics,6375.67,SKU-0557,TechVista Ltd,Minor scratch on the surface,3,Jaipur,0,Minor Damage,76.5,4877.39,38.25,318.78,4520.36,Repack and Discount,Discount Inventory Zone,Medium,High,True,False,Medium
558,ORD-78005,cust1752@example.com,Bluetooth Headphones,Electronics,3123.03,SKU-0558,SportGear India,Battery drains in one hour,12,Jaipur,441.74,Moderate Damage,52.2,1630.22,74.95,156.15,957.38,Refurbish,Repair Center,Low,Medium,True,False,Medium
559,ORD-34014,cust2881@example.com,Denim Jacket,Clothing,1675.59,SKU-0559,FurniWorld,Minor scratch on the surface,15,Ahmedabad,0,Minor Damage,74.8,1253.34,50.27,83.78,1119.29,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
560,ORD-58332,cust7208@example.com,Board Game,Toys,672.48,SKU-0560,HomeDecor Co,Water damage inside device,27,Bangalore,166.95,Severe Damage,10.9,73.3,36.31,33.62,-163.58,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
561,ORD-99981,cust9799@example.com,Denim Jacket,Clothing,1669.73,SKU-0561,BookBazaar,Device shattered when dropped,8,Mumbai,159.78,Severe Damage,13.8,230.42,26.72,83.49,-39.57,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
562,ORD-38481,cust9339@example.com,Protein Powder,Beauty,1233.3,SKU-0562,FashionHub India,Screen cracked during delivery,9,Mumbai,41.47,Severe Damage,13.7,168.96,22.2,61.66,43.63,Liquidate,Liquidation Partner,Low,Low,False,True,High
563,ORD-52700,cust2709@example.com,Face Cream SPF,Beauty,409.37,SKU-0563,FashionHub India,Doesn't fit my use case,7,Kolkata,0,No Damage,89.0,364.34,5.73,20.47,338.14,Restock,Main Warehouse,Low,High,True,False,Low
564,ORD-81674,cust6859@example.com,Car Seat Cover,Automotive,2087.77,SKU-0564,BookBazaar,Wrong item delivered,13,Surat,0,No Damage,88.0,1837.24,54.28,104.39,1678.57,Restock,Main Warehouse,Medium,High,True,False,Low
565,ORD-93433,cust5757@example.com,Office Chair,Furniture,9531.88,SKU-0565,SportGear India,Product not as described in listing,12,Chennai,0,Minor Damage,75.2,7167.97,228.77,476.59,6462.61,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
566,ORD-83522,cust4691@example.com,Cotton T-Shirt,Clothing,498.83,SKU-0566,BookBazaar,Screen cracked during delivery,28,Jaipur,47.18,Severe Damage,10.8,53.87,27.93,24.94,-46.18,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
567,ORD-22243,cust3935@example.com,Smart Watch,Electronics,5975.57,SKU-0567,FashionHub India,Size doesn't fit properly,21,Ahmedabad,0,No Damage,86.8,5186.79,250.97,298.78,4637.04,Restock,Main Warehouse,Low,High,True,False,Low
568,ORD-74821,cust3507@example.com,Protein Powder,Beauty,1033.95,SKU-0568,AutoParts India,Duplicate order placed,19,Surat,0,No Damage,87.2,901.6,39.29,51.7,810.61,Restock,Main Warehouse,Low,High,True,False,Low
569,ORD-48351,cust5583@example.com,Instant Pot,Home & Kitchen,3938.16,SKU-0569,GlobalImports,Wrong item delivered,10,Kolkata,0,No Damage,88.5,3485.27,78.76,196.91,3209.6,Restock,Main Warehouse,High,High,True,False,Low
570,ORD-52407,cust3206@example.com,Cotton T-Shirt,Clothing,504.52,SKU-0570,TechVista Ltd,Duplicate order placed,21,Pune,0,No Damage,86.8,437.92,21.19,25.23,391.5,Restock,Main Warehouse,Low,High,True,False,Low
571,ORD-65218,cust4583@example.com,Board Game,Toys,702.51,SKU-0571,GlobalImports,Product stopped working entirely,18,Mumbai,172.48,Severe Damage,12.3,86.41,25.29,35.13,-146.49,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
572,ORD-18261,cust7959@example.com,Cookware Set,Home & Kitchen,1258.73,SKU-0572,SportGear India,Doesn't fit my use case,5,Hyderabad,0,No Damage,89.2,1122.79,12.59,62.94,1047.26,Restock,Main Warehouse,Medium,High,True,False,Low
573,ORD-97067,cust2325@example.com,Instant Pot,Home & Kitchen,3101.61,SKU-0573,BookBazaar,"Product is defective, stopped working after 2 days",30,Hyderabad,658.07,Moderate Damage,49.5,1535.3,186.1,155.08,536.05,Refurbish,Repair Center,Low,Low,True,False,Medium
574,ORD-49670,cust7472@example.com,Smart Watch,Electronics,6793.98,SKU-0574,TechVista Ltd,Received damaged packaging,11,Jaipur,0,Minor Damage,75.3,5115.87,149.47,339.7,4626.7,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
575,ORD-28122,cust4918@example.com,Board Game,Toys,743.78,SKU-0575,HomeDecor Co,"Product is defective, stopped working after 2 days",2,Ahmedabad,94.28,Moderate Damage,53.7,399.41,2.98,37.19,264.96,Refurbish,Repair Center,Low,High,True,False,Medium
576,ORD-49485,cust5702@example.com,Cookware Set,Home & Kitchen,1436.79,SKU-0576,BookBazaar,Size doesn't fit properly,18,Kolkata,0,No Damage,87.3,1254.32,51.72,71.84,1130.76,Restock,Main Warehouse,High,High,True,False,Low
577,ORD-81410,cust5556@example.com,Board Game,Toys,737.33,SKU-0577,SportGear India,Quality much lower than expected,4,Bangalore,109.65,Moderate Damage,53.4,393.73,5.9,36.87,241.31,Refurbish,Repair Center,Low,High,True,False,Medium
578,ORD-14885,cust7484@example.com,Python Book,Books,527.46,SKU-0578,BookBazaar,Doesn't fit my use case,11,Pune,0,No Damage,88.3,465.75,11.6,26.37,427.78,Restock,Main Warehouse,Low,High,True,False,Low
579,ORD-76208,cust2196@example.com,Yoga Mat,Sports,816.19,SKU-0579,SportGear India,Missing parts in the package,29,Mumbai,147.45,Moderate Damage,49.6,404.83,47.34,40.81,169.23,Refurbish,Repair Center,Low,Low,True,False,Medium
580,ORD-28117,cust3066@example.com,Face Cream SPF,Beauty,373.9,SKU-0580,FashionHub India,Cosmetic damage on body,19,Chennai,0,Minor Damage,74.2,277.43,14.21,18.7,244.52,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
581,ORD-10443,cust1160@example.com,Yoga Mat,Sports,705.88,SKU-0581,TechVista Ltd,Product not as described in listing,12,Pune,0,Minor Damage,75.2,530.82,16.94,35.29,478.59,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
582,ORD-82225,cust2155@example.com,Running Shoes,Sports,1823.43,SKU-0582,TechVista Ltd,Wrong item delivered,3,Chennai,0,No Damage,89.5,1631.97,10.94,91.17,1529.86,Restock,Main Warehouse,Medium,High,True,False,Low
583,ORD-33985,cust3850@example.com,Badminton Set,Sports,885.29,SKU-0583,AutoParts India,Size doesn't fit properly,6,Pune,0,No Damage,89.1,788.79,10.62,44.26,733.91,Restock,Main Warehouse,Low,High,True,False,Low
584,ORD-60941,cust4423@example.com,Protein Powder,Beauty,978.72,SKU-0584,FashionHub India,Cosmetic damage on body,16,Kolkata,0,Minor Damage,74.6,730.13,31.32,48.94,649.87,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
585,ORD-41734,cust2900@example.com,Face Cream SPF,Beauty,423.46,SKU-0585,FashionHub India,"Dead on arrival, never worked",14,Chennai,34.55,Severe Damage,12.9,54.63,11.86,21.17,-12.95,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
586,ORD-56796,cust3016@example.com,Action Figure Set,Toys,281.04,SKU-0586,FashionHub India,Missing parts in the package,21,Kolkata,70.09,Moderate Damage,50.9,143.05,11.8,14.05,47.11,Refurbish,Repair Center,Low,Medium,True,False,Medium
587,ORD-67118,cust6236@example.com,Bluetooth Headphones,Electronics,3056.82,SKU-0587,BookBazaar,Cosmetic damage on body,14,Pune,0,Minor Damage,74.9,2289.56,85.59,152.84,2051.13,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
588,ORD-70925,cust4283@example.com,Running Shoes,Sports,1866.77,SKU-0588,AutoParts India,Received damaged packaging,16,Ahmedabad,0,Minor Damage,74.6,1392.61,59.74,93.34,1239.53,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
589,ORD-11730,cust1772@example.com,Action Figure Set,Toys,254.87,SKU-0589,GlobalImports,Device shattered when dropped,25,Bangalore,24.81,Severe Damage,11.2,28.55,12.74,12.74,-21.74,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
590,ORD-26489,cust3559@example.com,Office Chair,Furniture,8666.22,SKU-0590,SportGear India,Water damage inside device,9,Kolkata,190.08,Severe Damage,13.7,1187.27,155.99,433.31,407.89,Liquidate,Liquidation Partner,Low,Low,False,True,High
591,ORD-68222,cust5376@example.com,Python Book,Books,554.19,SKU-0591,HomeDecor Co,Duplicate order placed,29,Chennai,0,No Damage,85.7,474.94,32.14,27.71,415.09,Restock,Main Warehouse,Medium,High,True,False,Low
592,ORD-95949,cust1246@example.com,Coffee Table,Furniture,5080.58,SKU-0592,GlobalImports,Wrong color delivered,23,Ahmedabad,0,No Damage,86.5,4394.7,233.71,254.03,3906.96,Restock,Main Warehouse,Medium,High,True,False,Low
593,ORD-14424,cust3439@example.com,Instant Pot,Home & Kitchen,3186.36,SKU-0593,HomeDecor Co,Missing parts in the package,20,Pune,405.84,Moderate Damage,51.0,1625.04,127.45,159.32,932.43,Refurbish,Repair Center,Low,Medium,True,False,Medium
594,ORD-24811,cust1320@example.com,Cotton T-Shirt,Clothing,489.75,SKU-0594,FashionHub India,Size doesn't fit properly,2,Mumbai,0,No Damage,89.7,439.31,1.96,24.49,412.86,Restock,Main Warehouse,Medium,High,True,False,Low
595,ORD-42680,cust5263@example.com,Running Shoes,Sports,1731.51,SKU-0595,GlobalImports,Water damage inside device,14,Jaipur,367.78,Severe Damage,12.9,223.36,48.48,86.58,-279.48,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
596,ORD-55637,cust5327@example.com,Laptop Backpack,Electronics,1799.77,SKU-0596,GlobalImports,Doesn't fit my use case,26,Mumbai,0,No Damage,86.1,1549.6,93.59,89.99,1366.02,Restock,Main Warehouse,Low,High,True,False,Low
597,ORD-59693,cust3432@example.com,Smart Watch,Electronics,5907.93,SKU-0597,SportGear India,Duplicate order placed,19,Surat,0,No Damage,87.2,5151.71,224.5,295.4,4631.81,Restock,Main Warehouse,Medium,High,True,False,Low
598,ORD-92871,cust3402@example.com,Denim Jacket,Clothing,1331.27,SKU-0598,HomeDecor Co,Size doesn't fit properly,3,Chennai,0,No Damage,89.5,1191.49,7.99,66.56,1116.94,Restock,Main Warehouse,Medium,High,True,False,Low
599,ORD-22300,cust5671@example.com,Laptop Backpack,Electronics,1684.18,SKU-0599,FashionHub India,Cosmetic damage on body,11,Bangalore,0,Minor Damage,75.3,1268.19,37.05,84.21,1146.93,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
600,ORD-87695,cust5579@example.com,Face Cream SPF,Beauty,386.61,SKU-0600,FashionHub India,Product stopped working entirely,17,Ahmedabad,2.23,Severe Damage,12.4,47.94,13.14,19.33,13.24,Liquidate,Liquidation Partner,Medium,Low,False,True,High
601,ORD-72515,cust6170@example.com,Python Book,Books,520.4,SKU-0601,TechVista Ltd,"Product is defective, stopped working after 2 days",24,Delhi,25.59,Moderate Damage,50.4,262.28,24.98,26.02,185.69,Refurbish,Repair Center,Low,Medium,True,False,Medium
602,ORD-12931,cust9109@example.com,Yoga Mat,Sports,857.32,SKU-0602,HomeDecor Co,Product stopped working entirely,8,Surat,30.27,Severe Damage,13.8,118.31,13.72,42.87,31.45,Liquidate,Liquidation Partner,Low,Low,False,True,High
603,ORD-95599,cust5940@example.com,Running Shoes,Sports,1987.1,SKU-0603,HomeDecor Co,Received damaged packaging,29,Hyderabad,0,Minor Damage,72.7,1444.62,115.25,99.36,1230.01,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
604,ORD-88260,cust5873@example.com,Action Figure Set,Toys,267.5,SKU-0604,GlobalImports,Quality much lower than expected,26,Mumbai,48.86,Moderate Damage,50.1,134.02,13.91,13.38,57.87,Refurbish,Repair Center,Low,Medium,True,False,Medium
605,ORD-24706,cust6834@example.com,Yoga Mat,Sports,689.97,SKU-0605,TechVista Ltd,Wrong item delivered,27,Surat,0,No Damage,86.0,593.37,37.26,34.5,521.61,Restock,Main Warehouse,High,High,True,False,Low
606,ORD-88963,cust7918@example.com,Instant Pot,Home & Kitchen,3892.69,SKU-0606,SportGear India,Received damaged packaging,13,Hyderabad,0,Minor Damage,75.0,2919.52,101.21,194.63,2623.68,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
607,ORD-27077,cust2754@example.com,Denim Jacket,Clothing,1657.93,SKU-0607,FashionHub India,Water damage inside device,13,Ahmedabad,165.79,Severe Damage,13.1,217.19,43.11,82.9,-74.61,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
608,ORD-88064,cust1959@example.com,Coffee Table,Furniture,4709.36,SKU-0608,TechVista Ltd,Size doesn't fit properly,6,Kolkata,0,No Damage,89.1,4196.04,56.51,235.47,3904.06,Restock,Main Warehouse,Low,High,True,False,Low
609,ORD-59790,cust4029@example.com,Coffee Table,Furniture,5631.42,SKU-0609,FurniWorld,Doesn't fit my use case,23,Pune,0,No Damage,86.5,4871.18,259.05,281.57,4330.56,Restock,Main Warehouse,Medium,High,True,False,Low
610,ORD-23881,cust5435@example.com,Python Book,Books,538.56,SKU-0610,BookBazaar,Screen cracked during delivery,27,Jaipur,75.08,Severe Damage,10.9,58.7,29.08,26.93,-72.39,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
611,ORD-73579,cust5517@example.com,Cookware Set,Home & Kitchen,1146.74,SKU-0611,FurniWorld,Doesn't fit my use case,5,Kolkata,0,No Damage,89.2,1022.89,11.47,57.34,954.08,Restock,Main Warehouse,Medium,High,True,False,Low
612,ORD-46275,cust9455@example.com,Smart Watch,Electronics,5136.89,SKU-0612,HomeDecor Co,Screen cracked during delivery,12,Surat,938.29,Severe Damage,13.2,678.07,123.29,256.84,-640.35,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
613,ORD-44546,cust3489@example.com,Running Shoes,Sports,1914.55,SKU-0613,AutoParts India,Cosmetic damage on body,23,Ahmedabad,0,Minor Damage,73.5,1407.19,88.07,95.73,1223.39,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
614,ORD-13415,cust6807@example.com,Bluetooth Headphones,Electronics,3321.45,SKU-0614,TechVista Ltd,"Changed my mind, don't need it",13,Surat,0,No Damage,88.0,2922.88,86.36,166.07,2670.45,Restock,Main Warehouse,Medium,High,True,False,Low
615,ORD-30793,cust2430@example.com,Wireless Gaming Mouse,Electronics,1839.75,SKU-0615,BookBazaar,Battery drains in one hour,4,Pune,159.7,Moderate Damage,53.4,982.43,14.72,91.99,716.02,Refurbish,Repair Center,Low,High,True,False,Medium
616,ORD-32478,cust7249@example.com,Instant Pot,Home & Kitchen,3834.54,SKU-0616,GlobalImports,Product stopped working entirely,22,Bangalore,359.59,Severe Damage,11.7,448.64,168.72,191.73,-271.4,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
617,ORD-73064,cust9256@example.com,Action Figure Set,Toys,299.29,SKU-0617,FashionHub India,Minor scratch on the surface,19,Jaipur,0,Minor Damage,74.2,222.07,11.37,14.96,195.74,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
618,ORD-33055,cust4919@example.com,Smart Watch,Electronics,6113.57,SKU-0618,TechVista Ltd,Water damage inside device,23,Hyderabad,1388.13,Severe Damage,11.6,709.17,281.22,305.68,-1265.86,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
619,ORD-49580,cust5056@example.com,Protein Powder,Beauty,992.98,SKU-0619,BookBazaar,Quality much lower than expected,19,Kolkata,186.67,Moderate Damage,51.1,507.41,37.73,49.65,233.36,Refurbish,Repair Center,Low,Medium,True,False,Medium
620,ORD-96786,cust6550@example.com,Smart Watch,Electronics,6310.8,SKU-0620,TechVista Ltd,Wrong item delivered,26,Mumbai,0,No Damage,86.1,5433.6,328.16,315.54,4789.9,Restock,Main Warehouse,Medium,High,True,False,Low
621,ORD-15190,cust4311@example.com,Instant Pot,Home & Kitchen,3063.33,SKU-0621,SportGear India,Minor scratch on the surface,2,Surat,0,Minor Damage,76.7,2349.57,12.25,153.17,2184.15,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
622,ORD-47061,cust7774@example.com,Laptop Backpack,Electronics,1373.28,SKU-0622,GlobalImports,"Dead on arrival, never worked",22,Bangalore,64.35,Severe Damage,11.7,160.67,60.42,68.66,-32.76,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
623,ORD-99952,cust8259@example.com,Running Shoes,Sports,1917.51,SKU-0623,SportGear India,Missing parts in the package,8,Hyderabad,111.18,Moderate Damage,52.8,1012.45,30.68,95.88,774.71,Refurbish,Repair Center,High,Medium,True,False,Medium
624,ORD-55628,cust4485@example.com,Instant Pot,Home & Kitchen,3164.02,SKU-0624,FurniWorld,Duplicate order placed,27,Jaipur,0,No Damage,86.0,2721.06,170.86,158.2,2392.0,Restock,Main Warehouse,Medium,High,True,False,Low
625,ORD-33643,cust9759@example.com,Yoga Mat,Sports,866.86,SKU-0625,FurniWorld,Received damaged packaging,22,Delhi,0,Minor Damage,73.7,638.88,38.14,43.34,557.4,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
626,ORD-81384,cust1719@example.com,Laptop Backpack,Electronics,1467.62,SKU-0626,BookBazaar,Device shattered when dropped,26,Chennai,163.82,Severe Damage,11.1,162.91,76.32,73.38,-150.61,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
627,ORD-84898,cust4402@example.com,Car Seat Cover,Automotive,2349.87,SKU-0627,HomeDecor Co,Device shattered when dropped,19,Pune,285.29,Severe Damage,12.2,286.68,89.3,117.49,-205.4,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
628,ORD-31214,cust5146@example.com,LED TV 32 inch,Electronics,17159.08,SKU-0628,AutoParts India,Device shattered when dropped,15,Surat,759.61,Severe Damage,12.8,2196.36,514.77,857.95,64.03,Liquidate,Liquidation Partner,Low,Low,False,True,High
629,ORD-93335,cust1531@example.com,Denim Jacket,Clothing,1303.25,SKU-0629,FurniWorld,Wrong item delivered,26,Mumbai,0,No Damage,86.1,1122.1,67.77,65.16,989.17,Restock,Main Warehouse,Low,High,True,False,Low
630,ORD-72441,cust9000@example.com,Laptop Backpack,Electronics,1394.22,SKU-0630,GlobalImports,"Dead on arrival, never worked",22,Chennai,322.2,Severe Damage,11.7,163.12,61.35,69.71,-290.14,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
631,ORD-52035,cust7771@example.com,Coffee Table,Furniture,5701.69,SKU-0631,FashionHub India,"Dead on arrival, never worked",22,Hyderabad,332.74,Severe Damage,11.7,667.1,250.87,285.08,-201.59,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
632,ORD-33386,cust9507@example.com,Action Figure Set,Toys,295.13,SKU-0632,FashionHub India,Product not as described in listing,4,Ahmedabad,0,Minor Damage,76.4,225.48,2.36,14.76,208.36,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
633,ORD-36070,cust8228@example.com,Wireless Gaming Mouse,Electronics,1775.57,SKU-0633,FurniWorld,"Packaging damage only, product fine",19,Kolkata,0,Minor Damage,74.2,1317.47,67.47,88.78,1161.22,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
634,ORD-77930,cust5541@example.com,Protein Powder,Beauty,1164.59,SKU-0634,HomeDecor Co,"Product is defective, stopped working after 2 days",17,Hyderabad,203.07,Moderate Damage,51.5,599.76,39.6,58.23,298.86,Refurbish,Repair Center,Low,Medium,True,False,Medium
635,ORD-86701,cust5153@example.com,Wireless Gaming Mouse,Electronics,1947.35,SKU-0635,GlobalImports,Doesn't fit my use case,6,Kolkata,0,No Damage,89.1,1735.09,23.37,97.37,1614.35,Restock,Main Warehouse,Low,High,True,False,Low
636,ORD-39293,cust5920@example.com,Protein Powder,Beauty,991.15,SKU-0636,SportGear India,Received damaged packaging,15,Delhi,0,Minor Damage,74.8,741.38,29.73,49.56,662.09,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
637,ORD-58262,cust3960@example.com,Badminton Set,Sports,780.27,SKU-0637,FurniWorld,"Product is defective, stopped working after 2 days",10,Ahmedabad,7.67,Moderate Damage,52.5,409.64,15.61,39.01,347.35,Refurbish,Repair Center,Low,Medium,True,False,Medium
638,ORD-44395,cust4641@example.com,Action Figure Set,Toys,302.07,SKU-0638,HomeDecor Co,Device shattered when dropped,14,Pune,16.49,Severe Damage,12.9,38.97,8.46,15.1,-1.08,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
639,ORD-65996,cust6617@example.com,Protein Powder,Beauty,965.39,SKU-0639,SportGear India,"Product is defective, stopped working after 2 days",30,Bangalore,3.56,Moderate Damage,49.5,477.87,57.92,48.27,368.12,Refurbish,Repair Center,Medium,Low,True,False,Medium
640,ORD-46770,cust2875@example.com,Smart Watch,Electronics,5282.27,SKU-0640,HomeDecor Co,Duplicate order placed,27,Ahmedabad,0,No Damage,86.0,4542.75,285.24,264.11,3993.4,Restock,Main Warehouse,Medium,High,True,False,Low
641,ORD-50543,cust6582@example.com,Python Book,Books,589.53,SKU-0641,AutoParts India,Water damage inside device,2,Chennai,100.64,Severe Damage,14.7,86.66,2.36,29.48,-45.82,Scrap / E-Waste,Recycling Unit,Low,High,False,True,High
642,ORD-63317,cust3160@example.com,Cotton T-Shirt,Clothing,542.02,SKU-0642,FurniWorld,Missing parts in the package,19,Kolkata,69.16,Moderate Damage,51.1,276.97,20.6,27.1,160.11,Refurbish,Repair Center,Low,Medium,True,False,Medium
643,ORD-92653,cust9413@example.com,Action Figure Set,Toys,261.05,SKU-0643,AutoParts India,Wrong item delivered,12,Hyderabad,0,No Damage,88.2,230.25,6.27,13.05,210.93,Restock,Main Warehouse,High,High,True,False,Low
